ndc,count,drug,gsn
60687036801.0,610.0,Benztropine Mesylate,004590
641139735.0,942.0,ChlorproMAZINE,003788
527178901.0,58.0,fluPHENAZine HCl,003825
60687041501.0,390.0,Clozapine,013649
63323097002.0,197.0,Benztropine Mesylate,065420
536113428.0,260.0,Miconazole 2% Cream,007366
832030101.0,384.0,ChlorproMAZINE,003799
51079092120.0,606.0,Clozapine,013648
173066100.0,566.0,Abacavir Sulfate,040964
3362412.0,915.0,Atazanavir,052747
409386302.0,232.0,Foscarnet Sodium,016348
74333330.0,1251.0,RiTONAvir,066047
173047001.0,1047.0,LaMIVudine,024417
406052710.0,1445.0,Methadone ,004239
54355663.0,3811.0,Methadone ,004237
65024610.0,256.0,Betaxolol Ophth Susp  0.25%,013721
25152531.0,268.0,CeleBREX,041286
25152031.0,89.0,CeleBREX,041285
904421813.0,1182.0,Cyanocobalamin,002339
51079052020.0,5434.0,Finasteride,041440
85172202.0,1224.0,NIFEdipine CR,012061
49884067801.0,199.0,NIFEdipine CR,012060
16729004301.0,3191.0,Tacrolimus,021797
68084091825.0,1806.0,Mycophenolate Sodium DR,052120
49491041.0,426.0,Sertraline,046229
66689000802.0,426.0,Nystatin Oral Suspension,009537
68084045001.0,5741.0,Tacrolimus,021796
31722083260.0,4106.0,ValGANCIclovir,047797
78033184.0,293.0,Basiliximab,039803
16729004201.0,6004.0,Tacrolimus,021796
904679604.0,946.0,ValGANCIclovir,047797
76329330201.0,918.0,Dextrose 50%,001989
121086850.0,1373.0,Nystatin Oral Suspension,009537
75062431.0,1381.0,Enoxaparin Sodium,019331
63653133202.0,1143.0,Clopidogrel,063544
228249710.0,1754.0,NIFEdipine,000568
409121201.0,5645.0,Naloxone,004510
904578961.0,1130.0,Acyclovir,009630
59676020101.0,14.0,Cladribine,019181
781526664.0,1218.0,Ondansetron ODT,041563
61314022705.0,4268.0,Timolol Maleate 0.5%,007856
904565661.0,1909.0,CloniDINE,000346
228263111.0,823.0,Isosorbide Mononitrate,017294
182820289.0,1551.0,Labetalol,005098
62584081201.0,518.0,Oxazepam,003769
54817925.0,1856.0,Dexamethasone,006784
409302401.0,945.0,Nitroprusside Sodium,019652
50474000263.0,2071.0,LeVETiracetam,061005
55150025220.0,752.0,Lidocaine 1%,003404
58980061030.0,36.0,Urea,006291
51672200202.0,499.0,Clotrimazole Cream,007361
168006460.0,57.0,Fluocinolone Acetonide 0.025% Ointment,007611
409427701.0,2512.0,Lidocaine 2%,003405
58790000228.0,871.0,Artificial Tears GEL 1%,062795
92771060002.0,517.0,Hydrocerin,005349
338005403.0,8589.0,Sodium Chloride 3% (Hypertonic),001211
338035703.0,3440.0,mannitoL 20 %,008148
68084008201.0,1600.0,Isosorbide Dinitrate,000507
24987024956.0,440.0,Digoxin,000019
781540292.0,415.0,Rosuvastatin Calcium,051785
168005615.0,386.0,Betamethasone Dipro 0.05% Oint,007569
143120101.0,2983.0,Colchicine,008334
51079059820.0,1556.0,Clindamycin,009339
173024256.0,5512.0,Digoxin,000018
173024956.0,1917.0,Digoxin,000019
47781058991.0,711.0,Midazolam,003780
60687025601.0,1555.0,Rosuvastatin Calcium,051785
264780020.0,5752.0,0.9% NaCl (EXCEL/ViaFLO BAG),001210
904660461.0,906.0,Rosuvastatin Calcium,051785
172436310.0,1521.0,Fluoxetine,046213
61703031922.0,577.0,Cytarabine,021397
23155016831.0,1235.0,Ondansetron,015869
409798361.0,3081.0,0.9% Sodium Chloride,001210
555080802.0,290.0,Tretinoin (ATRA-All Transretinoic Acid),024466
50383077515.0,1409.0,Lidocaine Viscous 2%,003411
703523313.0,212.0,DAUNOrubicin,039056
51079016503.0,398.0,Voriconazole,050443
85432402.0,1859.0,Posaconazole Delayed Release Tablet,071709
55513054610.0,2181.0,Filgrastim,046004
55150020902.0,590.0,Dexmedetomidine,044671
43598056178.0,749.0,Lansoprazole Oral Disintegrating Tab,051654
50383031147.0,1674.0,Gabapentin,047927
409792261.0,485.0,5% Dextrose,001972
76204020030.0,1660.0,Albuterol 0.083% Neb Soln,005039
60687011301.0,491.0,CloNIDine,000346
23155010201.0,962.0,MetFORMIN (Glucophage),013318
59762501701.0,611.0,Fluconazole,022141
74630413.0,753.0,Erythromycin,009263
9002001.0,958.0,Methylprednisolone,006738
13811068030.0,464.0,ARIPiprazole,052898
172428510.0,1034.0,Verapamil SR,015959
9002201.0,633.0,Methylprednisolone,006742
93022390.0,1346.0,Sumatriptan Succinate,022479
168020437.0,1274.0,Lidocaine 5% Ointment,014476
406575562.0,1350.0,Methadone,004242
781317414.0,450.0,Sumatriptan Succinate,019193
68084002801.0,894.0,BusPIRone,003782
456120230.0,104.0,Linzess,069923
74434190.0,1633.0,Levothyroxine Sodium,006648
24090049684.0,1956.0,Levothyroxine Sodium,066128
68084029201.0,290.0,Phenazopyridine,009477
904336561.0,4410.0,Baclofen,004679
68084068301.0,1017.0,Duloxetine,057892
63739037610.0,3550.0,Gabapentin,021415
51079076708.0,2095.0,Divalproex (EXTended Release),046315
70000042401.0,1377.0,Magnesium Citrate,003025
60687029501.0,338.0,Propranolol,005125
51801001230.0,4463.0,Potassium Citrate,063046
68084060501.0,1194.0,FLUoxetine,046214
169183311.0,3140.0,Insulin,001723
74712611.0,226.0,Divalproex Sodium ER,046315
310027139.0,2683.0,Quetiapine Fumarate,034188
338081104.0,1955.0,Potassium Chl 20 mEq / 1000 mL D5LR,002024
74621511.0,851.0,Divalproex Sodium,004540
71015640.0,6271.0,Atorvastatin,029968
597000160.0,1234.0,Dipyridamole-Aspirin,040303
378911916.0,741.0,Fentanyl Patch,059102
904792260.0,2052.0,Phenazopyridine,009477
187526802.0,2626.0,Nephrocaps,033515
54855424.0,4125.0,Methadone,004240
68084037101.0,609.0,Amiodarone,000266
70710101002.0,239.0,OSELTAMivir,043706
904636961.0,5217.0,amLODIPine,016925
16252060102.0,377.0,Alendronate Sodium,046941
406833062.0,5986.0,Morphine SR (MS Contin),004096
409648201.0,859.0,Erythromycin,009252
555101016.0,272.0,Clonidine Patch 0.2 mg/24 hr,000344
63323042605.0,1105.0,Rocuronium,021727
61958290102.0,881.0,Remdesivir,080847
2831517.0,9474.0,Insulin,001740
409120801.0,187.0,Cisatracurium Besylate,024614
60687021401.0,759.0,Methadone,004242
17478006235.0,1745.0,Artificial Tear Ointment,063178
54457125.0,669.0,Methadone,004240
409780922.0,182.0,DOPamine,064575
409205105.0,2327.0,Ketamine,003566
70004090809.0,39.0,Succinylcholine,066464
67457000110.0,156.0,Ketamine,003567
60793070210.0,95.0,Penicillin G Benzathine,043350
51672126403.0,326.0,Fluocinonide 0.05% Cream,007617
67253020110.0,286.0,Penicillin V Potassium,008880
68094050361.0,1571.0,Ibuprofen Suspension,012080
574011215.0,256.0,Moexipril,023592
25021013282.0,123.0,Levofloxacin,029929
597018390.0,894.0,pramipexole,031781
68084039601.0,1456.0,Acetaminophen-Caff-Butalbital,004451
591321901.0,369.0,Aspirin-Caffeine-Butalbital,004308
603358121.0,243.0,Felodipine,021743
54001021.0,536.0,Flecainide Acetate,000265
51079089420.0,362.0,Verapamil SR,015959
591040401.0,1461.0,Verapamil,000565
904597661.0,1101.0,RISperidone,021155
50458060228.0,907.0,RISperidone (Disintegrating Tablet),051799
68084050301.0,197.0,Propranolol LA,005115
904001261.0,78.0,Chlorpheniramine Maleate,011640
51079046220.0,2937.0,RISperidone,021154
51672125902.0,1803.0,Clobetasol Propionate 0.05% Ointment,007635
168001431.0,468.0,Hydrocortisone Cream 0.5%,007543
51672125802.0,1689.0,Clobetasol Propionate 0.05% Cream,007634
68084038801.0,1252.0,Benztropine Mesylate,004590
51079073620.0,2896.0,Haloperidol,003977
39506002260.0,123.0,Selegiline HCl,026516
49502090101.0,8.0,Emsam,060454
50383077932.0,1123.0,Lactulose Enema,029054
51079044220.0,3041.0,Levothyroxine Sodium,006651
60687048701.0,2386.0,Spironolactone,006816
39822019001.0,952.0,AcetaZOLamide Sodium,008163
93001006.0,99.0,Tolterodine,039138
281032608.0,1047.0,Nitroglycerin Ointment  2%,000464
65162005827.0,1136.0,sevelamer CARBONATE,063473
58526000541.0,2374.0,Nephrocaps,033515
55513026710.0,4077.0,Epoetin Alfa,015164
603533821.0,1113.0,PredniSONE,006749
60687039801.0,2960.0,Midodrine,017117
409272101.0,79.0,Heparin Sodium,006544
67457022702.0,872.0,Cosyntropin,006599
9514004.0,1284.0,Linezolid,045134
143950125.0,1122.0,Haloperidol,003970
54629012691.0,22.0,Vitamin B Complex w/C,047608
44567062101.0,232.0,Calcium Gluconate,079278
58468013202.0,1263.0,sevelamer CARBONATE,065494
59676034001.0,378.0,Epoetin Alfa,041394
63739010310.0,766.0,Metoclopramide,005232
25021045301.0,479.0,Octreotide Acetate,053977
64380073706.0,2820.0,Vitamin D,002169
68382077277.0,1690.0,Lansoprazole Oral Disintegrating Tab,051654
904052560.0,865.0,Ascorbic Acid,002154
69918089910.0,767.0,Desmopressin Acetate,006615
93312501.0,217.0,DiCLOXacillin,008984
68180035109.0,150.0,Sertraline,046227
59746030632.0,2845.0,OLANZapine (Disintegrating Tablet),045190
68084024901.0,287.0,Haloperidol,003974
904663961.0,4435.0,QUEtiapine Fumarate,060292
51991065116.0,3632.0,LevETIRAcetam,053031
904661761.0,4955.0,HydrOXYzine,003728
68084077601.0,1074.0,Divalproex (DELayed Release),004539
59676058005.0,66.0,COVID-19 Vaccine (Janssen),081779
904664061.0,1732.0,QUEtiapine Fumarate,034188
338001304.0,1438.0,Sterile Water,001166
409329906.0,199.0,Sodium Acetate,001205
172392760.0,1882.0,Diazepam - CIWA protocol,003766
66993059702.0,237.0,Amphetamine-Dextroamphetamine XR,048702
24208048610.0,2136.0,Dorzolamide 2%/Timolol 0.5% Ophth.,039531
52959045230.0,2275.0,Loratadine,018698
68050861.0,212.0,Rifampin,009323
338050741.0,488.0,Gentamicin,009289
68051030.0,175.0,Rifampin,009322
75062161.0,1217.0,Enoxaparin Sodium,027993
63323028002.0,8627.0,Furosemide,008205
904020161.0,1379.0,Amitriptyline,046046
51079052920.0,4736.0,Fexofenadine,031689
703877103.0,75.0,Adenosine,013630
472032126.0,1156.0,Hydrocortisone Cream 1%,007544
777310402.0,418.0,Fluoxetine,046213
172438110.0,1403.0,Gabapentin,021413
65162089803.0,823.0,ARIPiprazole,051333
65757040203.0,2.0,Aristada,074888
65162089903.0,375.0,ARIPiprazole,051334
173052000.0,1316.0,Salmeterol Xinafoate Diskus (50 mcg),031417
68084076425.0,1469.0,Phosphorus,001711
904651961.0,2456.0,Mirtazapine,046450
68084070901.0,410.0,Venlafaxine XR,046404
168015431.0,557.0,Hydrocortisone Cream 1%,007544
781196160.0,88.0,Clarithromycin,016373
66993059402.0,437.0,Amphetamine-Dextroamphetamine,050428
45063965.0,675.0,Topiramate (Topamax),029837
10135033063.0,4070.0,Cyanocobalamin,002336
63739020110.0,447.0,PHENObarbital,027611
51079090520.0,3327.0,Phenytoin Sodium Extended,004521
6003220.0,383.0,Ivermectin,043094
168014630.0,304.0,Hydrocortisone Oint 2.5%,007548
641049325.0,3408.0,Phenytoin Patch for Allergy Testing,004528
93003901.0,3554.0,LaMOTrigine Patch for Allergy Testing,017872
173064255.0,742.0,LaMOTrigine,017871
68462033090.0,71.0,Pramipexole,031781
832121601.0,3617.0,Warfarin,006562
71288040211.0,7470.0,Heparin Flush (1000 units/mL),006543
51079093220.0,2306.0,CARVedilol,019293
904657561.0,428.0,PHENObarbital,027611
69543026010.0,694.0,Nephrocaps,033515
131247760.0,1187.0,LACOSamide,064432
69315090401.0,4145.0,LORazepam,003757
603516821.0,202.0,PHENObarbital,027613
47781030301.0,279.0,Nitrofurantoin Monohyd (MacroBID),016598
131181067.0,2803.0,LACOSamide,064437
54162055009.0,1629.0,Sarna Lotion,023766
131248060.0,1045.0,LACOSamide,064435
50484001030.0,830.0,Collagenase Ointment,005258
62856027230.0,67.0,Fycompa,069988
60687011821.0,980.0,Doxycycline Hyclate,009218
131247960.0,576.0,LACOSamide,064434
31722053712.0,1413.0,LevETIRAcetam,044633
63739048610.0,1320.0,HydrOXYzine,003728
69315090505.0,382.0,LORazepam,003758
51079016120.0,716.0,Acetaminophen w/Codeine,004165
51079009520.0,585.0,PHENObarbital,003590
44567021110.0,1113.0,Ampicillin-Sulbactam,008921
69238153502.0,142.0,Clobazam,071282
45802058084.0,804.0,Scopolamine Patch,004704
47781061791.0,157.0,Rocuronium,021727
63323069404.0,2226.0,Acetylcysteine 20%,000592
13517010716.0,40.0,PHENObarbital,003586
93415573.0,136.0,Amoxicillin,008998
143978510.0,2887.0,Valproate Sodium,031533
67457035010.0,138.0,Ampicillin Sodium,008937
51079088620.0,1466.0,Metoclopramide,005232
409669501.0,627.0,Etomidate,030871
59267100003.0,443.0,COVID-19 Vaccine (PFIZER),081648
71288000520.0,186.0,Ampicillin-Sulbactam,008920
60687042321.0,385.0,Clobazam,017026
50268086015.0,484.0,Ascorbic Acid,002148
904630521.0,2117.0,Chloraseptic Throat Spray,016026
13668009290.0,160.0,Pramipexole,031782
69130610.0,2548.0,Epoetin alfa-epbx (Retacrit),078433
24571011706.0,552.0,Phoxillum (B22 K4),075393
55150020720.0,4446.0,Meropenem,026488
63323053383.0,1008.0,Enoxaparin (Prophylaxis),019331
378143077.0,19.0,NiCARdipine,000578
67286081201.0,68.0,NiCARdipine,021600
904681907.0,2025.0,Midodrine,050491
338004802.0,730.0,NS (Irrigation Bottle),009827
63323022138.0,497.0,Vancomycin Enema,009331
69130510.0,1860.0,Epoetin alfa-epbx (Retacrit),078432
17478054050.0,1782.0,HYDROmorphone,016847
121177505.0,1601.0,Guaifenesin-CODEINE Phosphate,045667
536479901.0,1568.0,Vitamin E,002214
39007810.0,370.0,Pentoxifylline,006573
25021011210.0,787.0,Azithromycin ,031452
378087299.0,414.0,Clonidine Patch 0.2 mg/24 hr,000344
63653133203.0,610.0,Clopidogrel,063544
85117701.0,241.0,Eptifibatide,039892
16729018301.0,1762.0,Hydrochlorothiazide,008182
51079079320.0,681.0,Naproxen,008360
283067902.0,509.0,Benzocaine 20% Spray,003478
45802056202.0,153.0,Clindamycin 1% Solution,007727
143988225.0,2252.0,Phenytoin Sodium,004528
61314065625.0,1221.0,Ciprofloxacin 0.3% Ophth Soln,015861
168007011.0,602.0,Erythromycin 0.5% Ophth Oint,007948
24477032302.0,1518.0,NiCARdipine IV,064611
63323027057.0,942.0,Propofol,016796
904585261.0,2660.0,Cetirizine,017037
78044205.0,289.0,Methylphenidate SR,004029
63020004901.0,705.0,Bortezomib,052124
61703032618.0,21.0,Pamidronate,047041
52609300100.0,27.0,Melphalan,019196
54814622.0,1655.0,Clotrimazole,009553
51672200102.0,888.0,Miconazole 2% Cream,007366
60258015101.0,510.0,Sodium Fluoride 1.1% (Dental Gel),002607
60687010001.0,2219.0,Ursodiol,003095
16837086012.0,1837.0,Aluminum Hydroxide Suspension,002745
8489800001.0,2751.0,Caphosol,059760
703480501.0,174.0,Mesna,023756
10019095601.0,2797.0,CycloPHOSphamide,008765
338040903.0,1048.0,Lidocaine,060684
14789010910.0,5237.0,Potassium Chloride,015362
68084065401.0,160.0,Sotalol,017196
527410837.0,4.0,Mexiletine,000268
67457015303.0,4069.0,Amiodarone,050676
76329339001.0,161.0,Lidocaine,060679
51672402504.0,5395.0,Amiodarone,000266
55150016830.0,9.0,Bupivacaine 0.25%,052193
74929690.0,920.0,Levothyroxine Sodium,006652
67512514.0,1757.0,Nicotine Patch,016426
68084058901.0,1808.0,Atorvastatin,029969
185021001.0,474.0,Methimazole,006674
58177000111.0,979.0,Potassium Chloride,001248
63739026915.0,151.0,Tamoxifen Citrate,008832
904650161.0,4233.0,Fluconazole,013724
68682017030.0,1142.0,Phytonadione,002305
60687034601.0,1095.0,Benzonatate,004641
64501015.0,170.0,Collagenase Ointment,005258
63739067110.0,1836.0,TraMADol,023139
63323028010.0,5206.0,Furosemide,008205
8084402.0,992.0,Pantoprazole (Granules for DR Suspension),063700
61314014405.0,1935.0,Brimonidine Tartrate 0.15% Ophth.,048333
49001383.0,300.0,Ampicillin-Sulbactam,008920
55150011720.0,55.0,Ampicillin-Sulbactam,008921
168000715.0,591.0,Nystatin Ointment,007283
173010856.0,72.0,Zidovudine,009632
58016069000.0,81.0,Zidovudine,009632
46047081.0,34.0,Propranolol LA,005115
10019002803.0,2024.0,Midazolam,003779
4035009.0,150.0,Peginterferon Alfa-2a,051151
904671761.0,2824.0,Cetirizine,017037
904635961.0,1294.0,RisperiDONE,021154
904636061.0,736.0,RisperiDONE,021155
469060773.0,3726.0,Tacrolimus,041832
469061711.0,7650.0,Tacrolimus,021796
781210201.0,5648.0,Tacrolimus,041832
338601048.0,2628.0,Milrinone,023159
63304052020.0,2041.0,Cefpodoxime Proxetil,016931
63739012710.0,3565.0,HydrALAzine,000287
51672402301.0,2131.0,AcetaZOLamide,008166
59148002050.0,285.0,Tolvaptan,065227
781210301.0,19530.0,Tacrolimus,021796
61314003002.0,590.0,Dorzolamide 2%/Timolol 0.5% Ophth.,039531
409317701.0,403.0,Lidocaine 0.5%/Epinephrine,003385
406851501.0,4495.0,OxycoDONE (Immediate Release) ,046474
904016012.0,353.0,Hydrocortisone Acetate Suppository,006858
50268045115.0,1294.0,Isosorbide Mononitrate (Extended Release),024488
60505252201.0,360.0,cilostazol,037978
51079022020.0,179.0,Benztropine Mesylate,004589
2411230.0,258.0,Olanzapine,029077
50111085101.0,568.0,Benzonatate,004641
57664027408.0,6143.0,Clonazepam,004561
67512614.0,1309.0,Nicotine Patch,016427
143998303.0,1032.0,CefazoLIN,009066
143988125.0,2381.0,Phenytoin Sodium,004528
71000724.0,1378.0,Phenytoin Infatab,004531
65162066810.0,531.0,Prenatal Vitamins,066420
51079019020.0,1600.0,Indomethacin,008336
409672903.0,1412.0,Magnesium Sulfate (OB),016546
42211010243.0,27.0,Indomethacin,008340
32170801.0,94.0,progesterone micronized,043801
517072001.0,831.0,Betamethasone Na. Phos/Acet,006758
58468002001.0,1359.0,sevelamer HYDROCHLORIDE,046484
555013809.0,60.0,galantamine,046926
409109732.0,126.0,Codeine Phosphate,004174
54569384900.0,1442.0,Nortriptyline,046060
456261490.0,767.0,Diltiazem Extended-Release,024538
71053240.0,958.0,Quinapril,016420
115821101.0,1907.0,Tamsulosin,027546
71015540.0,5940.0,Atorvastatin,029967
409793009.0,1196.0,D10W,001978
51079076608.0,877.0,Divalproex (EXTended Release),051469
49397041.0,536.0,ZIPRASidone Hydrochloride,047564
63739032610.0,179.0,HYDROcodone-Acetaminophen (5mg-325mg),047430
406036562.0,1286.0,Hydrocodone-Acetaminophen (5mg-325mg),047430
51079046120.0,758.0,RISperidone,042923
63739051910.0,4281.0,PredniSONE,006749
31722090301.0,718.0,FLUoxetine,046213
904579061.0,1072.0,Acyclovir,016408
378181377.0,965.0,Levothyroxine Sodium,006653
76045000910.0,3893.0,HYDROmorphone (Dilaudid),062823
67877025180.0,1002.0,Triamcinolone Acetonide 0.1% Cream,007594
68084042301.0,4318.0,HYDROmorphone (Dilaudid),004110
904627008.0,75.0,ZIPRASidone Hydrochloride,047564
68084049001.0,263.0,Meclizine,004731
65862019301.0,1712.0,FLUoxetine,046214
904704161.0,590.0,Allopurinol,002535
781315695.0,3917.0,Acetaminophen IV,066887
51079044320.0,1374.0,Levothyroxine Sodium,006653
641617510.0,523.0,Octreotide Acetate,053978
904622161.0,1512.0,Ursodiol,003095
904656761.0,314.0,HYDROcodone-Acetaminophen (5mg-325mg),047430
78112073623.0,57.0,Carbamide Peroxide 6.5%,008120
63323008950.0,1203.0,Sodium Bicarbonate,001185
68084034401.0,539.0,Topiramate (Topamax),026170
904635861.0,747.0,RisperiDONE,042923
121097800.0,1681.0,DiphenhydrAMINE,011592
310111001.0,433.0,Sodium Zirconium Cyclosilicate,078445
904626908.0,224.0,ZIPRASidone Hydrochloride,047563
66993006885.0,133.0,Pantoprazole,027462
409798325.0,1415.0,0.9% NaCl (EXCEL/ViaFLO BAG),001210
11845011831.0,48.0,Vitamin D3 ,002174
378180077.0,1582.0,Levothyroxine Sodium,006648
8290326730.0,2435.0,Insulin Syringe U-500,076726
2850101.0,4590.0,Insulin Regular Human (U-500),029916
168000480.0,1680.0,Triamcinolone Acetonide 0.1% Cream,007594
60687038921.0,2333.0,Colchicine,008334
63739002910.0,545.0,Benzonatate,004641
378253701.0,129.0,Triamterene-HCTZ (37.5/25),021718
43199001101.0,737.0,Hyoscyamine,004868
904052360.0,1655.0,Ascorbic Acid,002151
10006070034.0,94.0,Vitamin E,048770
904174861.0,3204.0,Ibuprofen,008348
46087221.0,183.0,Estrogens Conjugated,007013
555077002.0,1757.0,Finasteride,041440
74380511.0,1374.0,Terazosin,022649
68084024711.0,1164.0,Finasteride,041440
904565261.0,1409.0,Terazosin,022651
59762172001.0,369.0,Eplerenone,051037
78035934.0,3227.0,Valsartan,048400
39022311.0,331.0,Glimepiride,025181
64764045125.0,301.0,Pioglitazone,042945
85173302.0,289.0,Moxifloxacin,043879
68180048509.0,1164.0,Pravastatin,016366
68462010230.0,721.0,Fluconazole,013723
65027510.0,321.0,Azopt,039498
51079089020.0,258.0,Rifampin,009323
42023015925.0,539.0,EPINEPHrine,065336
68084035801.0,520.0,Rifampin,009323
68084080801.0,1957.0,TraMADol,023139
409317801.0,1130.0,Lidocaine 1%/Epinephrine 1:100000,003388
409336501.0,841.0,HYDROmorphone (Dilaudid),062747
43547036809.0,371.0,Valsartan,048401
43547036703.0,350.0,Valsartan,050805
43353034480.0,110.0,MetFORMIN (Glucophage),016441
70377000812.0,64.0,Rosuvastatin Calcium,051785
78065935.0,194.0,Sacubitril-Valsartan (24mg-26mg),074408
50580041202.0,617.0,Acetaminophen,004490
51079017220.0,256.0,MetFORMIN (Glucophage),013318
51079063020.0,2534.0,Prazosin,000291
51079087320.0,1062.0,GlyBURIDE,001775
904636761.0,1133.0,Duloxetine,057892
45802058062.0,213.0,Scopolamine Patch,004704
14789010705.0,2602.0,Potassium Chloride,045309
517460225.0,2481.0,Glycopyrrolate,004886
172433260.0,69.0,Nefazodone HCl,046254
63323056884.0,1043.0,Enoxaparin Sodium,027995
409317802.0,448.0,Lidocaine 1%/Epinephrine 1:100000,003388
50268032315.0,1351.0,Finasteride,041440
173093356.0,1916.0,ValACYclovir,023989
57894003001.0,675.0,InFLIXimab,040650
17478028810.0,413.0,Timolol Maleate 0.5%,007856
59762010401.0,129.0,SulfaSALAzine DR,009403
60687047301.0,1427.0,Pregabalin,057799
50268075915.0,1492.0,Tizanidine,027447
23490521205.0,123.0,carisoprodoL,004663
904639061.0,759.0,Losartan Potassium,023382
53489038601.0,605.0,Minoxidil,000300
904700061.0,707.0,Pregabalin,057801
62584073401.0,616.0,HydrALAZINE,000287
68084057201.0,2397.0,GuaiFENesin ER,071885
69306086.0,453.0,Azithromycin,026721
61787006204.0,739.0,Dextromethorphan-Guaifenesin (Sugar Free),000652
904630361.0,1092.0,CARVedilol,019293
61314001601.0,27.0,Proparacaine HCl 0.5% Opth.,007859
60758018805.0,80.0,Gentamicin 0.3% Ophth. Soln,007984
904589161.0,334.0,Pravastatin,016366
487970101.0,379.0,Budesonide,046526
65862009620.0,706.0,Cefpodoxime Proxetil,016932
60687045001.0,2535.0,Labetalol,005099
904658561.0,969.0,BuPROPion (Sustained Release),046238
68180051201.0,2252.0,Lisinopril,017266
641618810.0,831.0,PHENYLEPHrine,005068
904678370.0,2385.0,Aspirin EC,016995
60505008000.0,2471.0,Sotalol,017196
6095228.0,1923.0,Losartan Potassium,023382
24208031510.0,75.0,Polymyxin B -Trimethoprim Ophth Soln,048570
49702022813.0,1528.0,Dolutegravir,071322
33358036430.0,1391.0,BuPROPion (Sustained Release),046238
52544007660.0,47.0,Testosterone,068099
51079095220.0,2116.0,Enalapril Maleate,000384
50268031415.0,95.0,Finasteride,041440
48433021940.0,585.0,Senna,002922
904552261.0,1383.0,Doxazosin,015584
904624261.0,1123.0,Donepezil,029335
50111091501.0,632.0,Torsemide,021406
68094000261.0,528.0,Calcium Acetate,048241
68084019601.0,3354.0,Lisinopril,000393
67810012.0,153.0,Terbinafine 1% Cream,018273
904585861.0,3505.0,ALPRAZolam,003773
6498100.0,454.0,Hepatitis B Vaccine,045581
67457033950.0,4224.0,Vancomycin,009331
781328909.0,1253.0,Clindamycin,013053
23155011801.0,1032.0,Calcitriol,002184
59390006717.0,669.0,Miconazole 2% Cream,007366
409272002.0,3960.0,Heparin Dwell (1000 Units/mL),006543
55513012610.0,3187.0,Epoetin Alfa,011740
63323048527.0,5061.0,Lidocaine 1%,003404
63323048201.0,213.0,"Lidocaine 1%/Epinephrine 1:100,000",003388
69130710.0,2126.0,Epoetin alfa-epbx (Retacrit),078434
68084047901.0,2150.0,Calcium Acetate,048241
67457038599.0,1263.0,Heparin (Hemodialysis),006543
904635161.0,247.0,LevoFLOXacin,029927
409434673.0,793.0,Aminocaproic Acid,006502
409662902.0,1111.0,Succinylcholine,004676
55566220000.0,1030.0,Desmopressin Acetate,006615
597005801.0,3809.0,Tamsulosin,027546
25171001.0,125.0,Eplerenone,051036
60687061221.0,513.0,Valsartan,050805
65862029590.0,2371.0,Rosuvastatin Calcium,051785
60687068101.0,328.0,FoLIC Acid,002366
59762500802.0,252.0,Misoprostol,002767
6468100.0,690.0,"Measles, Mumps & Rubella Vac",039480
37205014472.0,1622.0,Ascorbic Acid,002151
41163023154.0,1012.0,Cyanocobalamin,002341
904579461.0,1468.0,MetFORMIN XR (Glucophage XR),046754
904608561.0,2384.0,Citalopram,046203
781315972.0,2597.0,OLANZapine,050386
781317796.0,1183.0,CefTAZidime,009171
59011045210.0,7299.0,HYDROmorphone (Dilaudid),004110
50111091701.0,3107.0,Torsemide,021408
173063302.0,269.0,LaMICtal,017872
63323010615.0,631.0,Magnesium Sulfate (OB),063502
378623101.0,288.0,Citalopram,046206
47781058368.0,734.0,Ketorolac,039499
54162001715.0,1351.0,Bacitracin Ointment,023143
68084069701.0,270.0,BuPROPion (Sustained Release),046239
29300013501.0,59.0,CloNIDine,000346
378092393.0,29.0,Buprenorphine,029312
555078802.0,376.0,Amphetamine-Dextroamphetamine,048702
66758004401.0,28.0,Fluorouracil,061669
904600161.0,949.0,LeVETiracetam,044632
185019301.0,270.0,Zonisamide,053367
71307513.0,273.0,Tucks Hemorrhoidal Oint 1%,058473
59762503301.0,741.0,GlipiZIDE XL,021839
555098040.0,443.0,Nimodipine,000579
24477003025.0,248.0,NiCARdipine IV,021600
67286417701.0,52.0,Acebutolol HCl,005145
51079077420.0,1870.0,Paroxetine,046223
23155010800.0,526.0,NiMODipine,000579
641602725.0,2331.0,Fentanyl Citrate,041385
14789040005.0,2185.0,LeVETiracetam,061005
713010113.0,701.0,Glycerin Supps,002982
55289061401.0,895.0,GlyBURIDE,001775
10019003783.0,4806.0,Fentanyl Citrate,041385
10019002710.0,3834.0,Midazolam,003780
703841101.0,362.0,Enalaprilat,000383
51479004901.0,171.0,Aztreonam,014197
63323039306.0,74.0,Colistin,009357
51079074620.0,5267.0,Diltiazem,000575
338114403.0,1400.0,Amino Acids 4.25% W/ Dextrose 5%,039366
51079095120.0,944.0,Enalapril Maleate,000387
409230801.0,695.0,Midazolam,003780
55390006710.0,22.0,Adenosine,013630
54850016.0,1442.0,Lidocaine Viscous 2%,003411
703904003.0,597.0,Amikacin,009312
66479053002.0,446.0,Methadone,004235
121046230.0,387.0,Mineral Oil,002997
9019016.0,2044.0,MethylPREDNISolone Sodium Succ,051555
8499002.0,228.0,Tigecycline,059270
8121801.0,1450.0,Methylnaltrexone,064011
49502050001.0,600.0,Epinephrine 1:1000,016879
51479004801.0,350.0,Aztreonam,014196
